Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age
30387,21-06-2023 05:00,06-20-2023 02:00,20-06-2023 16:09,Nagpur,147,TRAFFIC VIOLATION,50
30388,20-06-2023 06:00,06-20-2023 03:00,20-06-2023 12:13,Varanasi,180,COUNTERFEITING,75
30389,22-06-2023 23:00,06-20-2023 04:00,20-06-2023 16:54,Hyderabad,176,ARSON,33
30390,22-06-2023 13:00,06-20-2023 05:00,21-06-2023 02:52,Delhi,495,TRAFFIC VIOLATION,10
30391,22-06-2023 03:00,06-20-2023 06:00,20-06-2023 20:08,Bangalore,253,DRUG OFFENSE,73
30392,21-06-2023 10:00,06-20-2023 07:00,21-06-2023 03:10,Jaipur,412,COUNTERFEITING,27
30393,21-06-2023 16:00,06-20-2023 08:00,21-06-2023 03:59,Nagpur,528,SHOPLIFTING,44
30394,21-06-2023 20:00,06-20-2023 09:00,20-06-2023 11:45,Hyderabad,337,ILLEGAL POSSESSION,33
30395,23-06-2023 07:00,06-20-2023 10:00,21-06-2023 03:19,Kanpur,231,DRUG OFFENSE,10
30396,22-06-2023 05:00,06-20-2023 11:00,21-06-2023 08:40,Hyderabad,231,FIREARM OFFENSE,54
30397,21-06-2023 15:00,06-20-2023 12:00,21-06-2023 00:52,Bangalore,364,ILLEGAL POSSESSION,19
30398,22-06-2023 21:00,06-20-2023 13:00,21-06-2023 05:28,Hyderabad,571,VEHICLE - STOLEN,14
30399,20-06-2023 17:00,06-20-2023 14:00,20-06-2023 19:55,Ghaziabad,575,ROBBERY,59
30400,21-06-2023 01:00,06-20-2023 15:00,21-06-2023 13:19,Hyderabad,218,DRUG OFFENSE,78
30401,22-06-2023 10:00,06-20-2023 16:00,20-06-2023 19:37,Mumbai,365,ILLEGAL POSSESSION,48
30402,23-06-2023 01:00,06-20-2023 17:00,21-06-2023 01:58,Agra,363,IDENTITY THEFT,62
30403,20-06-2023 19:00,06-20-2023 18:00,20-06-2023 18:58,Bangalore,449,FRAUD,61
30404,21-06-2023 16:00,06-20-2023 19:00,21-06-2023 12:46,Nagpur,497,ARSON,43
30405,22-06-2023 19:00,06-20-2023 20:00,21-06-2023 07:02,Mumbai,207,CYBERCRIME,51
30406,23-06-2023 19:00,06-20-2023 21:00,21-06-2023 11:37,Mumbai,453,ILLEGAL POSSESSION,40
30407,22-06-2023 06:00,06-20-2023 22:00,21-06-2023 04:44,Chennai,417,HOMICIDE,70
30408,23-06-2023 16:00,06-20-2023 23:00,21-06-2023 19:19,Thane,498,VEHICLE - STOLEN,58
30409,21-06-2023 17:00,06-21-2023 00:00,21-06-2023 21:16,Meerut,137,DOMESTIC VIOLENCE,54
30410,23-06-2023 13:00,06-21-2023 01:00,21-06-2023 01:24,Lucknow,364,FRAUD,28
30411,22-06-2023 23:00,06-21-2023 02:00,21-06-2023 04:45,Bangalore,416,ARSON,63
30412,23-06-2023 17:00,06-21-2023 03:00,21-06-2023 09:53,Vasai,310,ASSAULT,71
30413,22-06-2023 09:00,06-21-2023 04:00,21-06-2023 04:17,Bangalore,511,IDENTITY THEFT,69
30414,23-06-2023 08:00,06-21-2023 05:00,21-06-2023 17:26,Bangalore,553,ARSON,66
30415,21-06-2023 07:00,06-21-2023 06:00,22-06-2023 04:08,Varanasi,558,BURGLARY,74
30416,23-06-2023 11:00,06-21-2023 07:00,22-06-2023 01:51,Jaipur,581,IDENTITY THEFT,53
30417,23-06-2023 07:00,06-21-2023 08:00,21-06-2023 10:38,Chennai,581,DRUG OFFENSE,46
30418,23-06-2023 01:00,06-21-2023 09:00,21-06-2023 18:41,Meerut,256,SEXUAL ASSAULT,53
30419,23-06-2023 21:00,06-21-2023 10:00,22-06-2023 01:39,Chennai,137,KIDNAPPING,47
30420,23-06-2023 13:00,06-21-2023 11:00,22-06-2023 00:39,Mumbai,483,DOMESTIC VIOLENCE,57
30421,23-06-2023 19:00,06-21-2023 12:00,22-06-2023 07:51,Hyderabad,575,VEHICLE - STOLEN,63
30422,22-06-2023 03:00,06-21-2023 13:00,21-06-2023 13:38,Hyderabad,293,TRAFFIC VIOLATION,56
30423,24-06-2023 11:00,06-21-2023 14:00,22-06-2023 03:44,Vasai,313,COUNTERFEITING,50
30424,22-06-2023 11:00,06-21-2023 15:00,22-06-2023 02:45,Mumbai,187,ROBBERY,75
30425,23-06-2023 04:00,06-21-2023 16:00,21-06-2023 20:57,Rajkot,290,DOMESTIC VIOLENCE,38
30426,24-06-2023 11:00,06-21-2023 17:00,22-06-2023 06:00,Bangalore,571,FRAUD,15
30427,23-06-2023 15:00,06-21-2023 18:00,22-06-2023 17:23,Delhi,219,CYBERCRIME,61
30428,22-06-2023 11:00,06-21-2023 19:00,22-06-2023 00:50,Bangalore,248,TRAFFIC VIOLATION,60
30429,23-06-2023 16:00,06-21-2023 20:00,22-06-2023 05:34,Kalyan,384,ARSON,57
30430,22-06-2023 13:00,06-21-2023 21:00,22-06-2023 04:55,Hyderabad,272,BURGLARY,36
30431,23-06-2023 10:00,06-21-2023 22:00,22-06-2023 04:28,Delhi,245,VEHICLE - STOLEN,47
30432,23-06-2023 05:00,06-21-2023 23:00,22-06-2023 17:46,Srinagar,183,EXTORTION,52
30433,22-06-2023 10:00,06-22-2023 00:00,22-06-2023 03:59,Mumbai,215,DOMESTIC VIOLENCE,63
30434,22-06-2023 07:00,06-22-2023 01:00,22-06-2023 10:41,Kanpur,583,ILLEGAL POSSESSION,13
30435,23-06-2023 02:00,06-22-2023 02:00,22-06-2023 02:42,Surat,357,PUBLIC INTOXICATION,40
30436,22-06-2023 14:00,06-22-2023 03:00,22-06-2023 16:06,Visakhapatnam,333,HOMICIDE,12
30437,23-06-2023 14:00,06-22-2023 04:00,22-06-2023 18:36,Bangalore,440,BURGLARY,60
30438,23-06-2023 21:00,06-22-2023 05:00,23-06-2023 03:18,Chennai,213,PUBLIC INTOXICATION,61
30439,22-06-2023 11:00,06-22-2023 06:00,22-06-2023 16:30,Mumbai,594,DRUG OFFENSE,69
30440,24-06-2023 22:00,06-22-2023 07:00,22-06-2023 16:34,Hyderabad,278,TRAFFIC VIOLATION,70
30441,23-06-2023 12:00,06-22-2023 08:00,22-06-2023 19:40,Bangalore,199,ASSAULT,65
30442,22-06-2023 11:00,06-22-2023 09:00,22-06-2023 15:18,Pune,515,VANDALISM,11
30443,24-06-2023 07:00,06-22-2023 10:00,23-06-2023 09:46,Surat,549,IDENTITY THEFT,77
30444,23-06-2023 15:00,06-22-2023 11:00,23-06-2023 08:38,Bangalore,426,VEHICLE - STOLEN,56
30445,24-06-2023 10:00,06-22-2023 12:00,22-06-2023 12:59,Ghaziabad,108,EXTORTION,64
30446,22-06-2023 18:00,06-22-2023 13:00,23-06-2023 02:11,Chennai,123,HOMICIDE,79
30447,23-06-2023 14:00,06-22-2023 14:00,23-06-2023 05:52,Mumbai,289,IDENTITY THEFT,69
30448,25-06-2023 06:00,06-22-2023 15:00,23-06-2023 02:17,Ahmedabad,491,ASSAULT,67
30449,22-06-2023 19:00,06-22-2023 16:00,23-06-2023 04:13,Chennai,127,IDENTITY THEFT,30
30450,24-06-2023 16:00,06-22-2023 17:00,23-06-2023 03:04,Mumbai,278,IDENTITY THEFT,38
30451,23-06-2023 02:00,06-22-2023 18:00,22-06-2023 23:47,Hyderabad,598,VANDALISM,62
30452,25-06-2023 14:00,06-22-2023 19:00,23-06-2023 16:16,Vasai,143,COUNTERFEITING,53
30453,25-06-2023 17:00,06-22-2023 20:00,23-06-2023 04:07,Hyderabad,251,DRUG OFFENSE,40
30454,24-06-2023 07:00,06-22-2023 21:00,23-06-2023 19:10,Patna,441,DOMESTIC VIOLENCE,78
30455,24-06-2023 06:00,06-22-2023 22:00,23-06-2023 18:43,Lucknow,341,TRAFFIC VIOLATION,12
30456,25-06-2023 12:00,06-22-2023 23:00,23-06-2023 16:46,Kanpur,344,PUBLIC INTOXICATION,45
30457,24-06-2023 14:00,06-23-2023 00:00,23-06-2023 12:21,Bhopal,265,KIDNAPPING,53
30458,25-06-2023 07:00,06-23-2023 01:00,23-06-2023 11:23,Meerut,470,SEXUAL ASSAULT,14
30459,25-06-2023 23:00,06-23-2023 02:00,23-06-2023 21:19,Kolkata,420,ARSON,68
30460,23-06-2023 13:00,06-23-2023 03:00,23-06-2023 22:44,Nagpur,489,FIREARM OFFENSE,78
30461,24-06-2023 01:00,06-23-2023 04:00,23-06-2023 15:12,Mumbai,119,SHOPLIFTING,45
30462,25-06-2023 07:00,06-23-2023 05:00,23-06-2023 14:13,Hyderabad,479,ARSON,12
30463,24-06-2023 23:00,06-23-2023 06:00,23-06-2023 13:22,Kanpur,386,EXTORTION,52
30464,25-06-2023 19:00,06-23-2023 07:00,23-06-2023 11:33,Visakhapatnam,561,VANDALISM,30
30465,25-06-2023 15:00,06-23-2023 08:00,24-06-2023 03:03,Kolkata,341,IDENTITY THEFT,56
30466,23-06-2023 20:00,06-23-2023 09:00,23-06-2023 10:57,Hyderabad,238,COUNTERFEITING,35
30467,23-06-2023 21:00,06-23-2023 10:00,23-06-2023 12:22,Hyderabad,449,EXTORTION,68
30468,24-06-2023 13:00,06-23-2023 11:00,23-06-2023 12:05,Lucknow,251,CYBERCRIME,20
30469,24-06-2023 02:00,06-23-2023 12:00,24-06-2023 00:33,Delhi,456,VANDALISM,77
30470,24-06-2023 08:00,06-23-2023 13:00,24-06-2023 03:04,Kanpur,111,SHOPLIFTING,43
30471,25-06-2023 00:00,06-23-2023 14:00,23-06-2023 17:19,Chennai,552,ROBBERY,79
30472,25-06-2023 12:00,06-23-2023 15:00,24-06-2023 03:18,Pune,427,ASSAULT,60
30473,25-06-2023 21:00,06-23-2023 16:00,24-06-2023 10:27,Agra,410,ASSAULT,79
30474,25-06-2023 14:00,06-23-2023 17:00,24-06-2023 11:49,Delhi,208,VEHICLE - STOLEN,21
30475,24-06-2023 05:00,06-23-2023 18:00,24-06-2023 14:06,Rajkot,362,HOMICIDE,32
30476,24-06-2023 13:00,06-23-2023 19:00,24-06-2023 18:16,Chennai,408,DRUG OFFENSE,55
30477,24-06-2023 06:00,06-23-2023 20:00,23-06-2023 22:26,Faridabad,401,DOMESTIC VIOLENCE,58
30478,26-06-2023 18:00,06-23-2023 21:00,24-06-2023 08:04,Mumbai,404,HOMICIDE,30
30479,26-06-2023 06:00,06-23-2023 22:00,24-06-2023 04:59,Delhi,354,KIDNAPPING,61
30480,25-06-2023 06:00,06-23-2023 23:00,24-06-2023 06:13,Pune,493,ASSAULT,29
30481,24-06-2023 15:00,06-24-2023 00:00,24-06-2023 16:10,Visakhapatnam,412,DOMESTIC VIOLENCE,35
30482,25-06-2023 11:00,06-24-2023 01:00,24-06-2023 09:50,Patna,149,PUBLIC INTOXICATION,14
30483,25-06-2023 20:00,06-24-2023 02:00,24-06-2023 22:29,Mumbai,167,ARSON,59
30484,25-06-2023 16:00,06-24-2023 03:00,24-06-2023 17:50,Kolkata,310,FRAUD,19
30485,25-06-2023 14:00,06-24-2023 04:00,24-06-2023 09:26,Bangalore,392,IDENTITY THEFT,74
30486,26-06-2023 07:00,06-24-2023 05:00,24-06-2023 05:31,Delhi,121,IDENTITY THEFT,22
30487,26-06-2023 23:00,06-24-2023 06:00,25-06-2023 04:29,Kanpur,371,DRUG OFFENSE,49
30488,27-06-2023 04:00,06-24-2023 07:00,24-06-2023 09:31,Nagpur,201,FRAUD,77
30489,25-06-2023 12:00,06-24-2023 08:00,24-06-2023 13:12,Nashik,207,PUBLIC INTOXICATION,74
30490,27-06-2023 08:00,06-24-2023 09:00,24-06-2023 21:31,Delhi,208,PUBLIC INTOXICATION,21
30491,25-06-2023 02:00,06-24-2023 10:00,24-06-2023 11:54,Delhi,293,VANDALISM,31
30492,25-06-2023 09:00,06-24-2023 11:00,24-06-2023 16:11,Mumbai,203,FIREARM OFFENSE,36
30493,25-06-2023 23:00,06-24-2023 12:00,25-06-2023 07:57,Ghaziabad,297,IDENTITY THEFT,49
30494,24-06-2023 22:00,06-24-2023 13:00,25-06-2023 07:26,Delhi,571,VEHICLE - STOLEN,11
30495,24-06-2023 19:00,06-24-2023 14:00,25-06-2023 05:52,Mumbai,219,IDENTITY THEFT,52
30496,25-06-2023 09:00,06-24-2023 15:00,24-06-2023 22:41,Ghaziabad,373,BURGLARY,66
30497,25-06-2023 10:00,06-24-2023 16:00,24-06-2023 16:57,Bangalore,393,VANDALISM,15
30498,25-06-2023 12:00,06-24-2023 17:00,25-06-2023 16:22,Mumbai,385,SEXUAL ASSAULT,60
30499,26-06-2023 14:00,06-24-2023 18:00,24-06-2023 19:09,Delhi,241,FIREARM OFFENSE,76
30500,27-06-2023 18:00,06-24-2023 19:00,25-06-2023 04:35,Faridabad,495,FIREARM OFFENSE,69
30501,26-06-2023 00:00,06-24-2023 20:00,25-06-2023 12:56,Surat,522,CYBERCRIME,44
30502,25-06-2023 15:00,06-24-2023 21:00,25-06-2023 07:17,Ahmedabad,117,CYBERCRIME,15
30503,27-06-2023 11:00,06-24-2023 22:00,25-06-2023 19:09,Pune,254,ROBBERY,61
30504,25-06-2023 15:00,06-24-2023 23:00,25-06-2023 20:17,Ghaziabad,418,VEHICLE - STOLEN,18
30505,26-06-2023 19:00,06-25-2023 00:00,25-06-2023 02:03,Chennai,489,KIDNAPPING,78
30506,25-06-2023 10:00,06-25-2023 01:00,25-06-2023 19:08,Ahmedabad,356,ILLEGAL POSSESSION,73
30507,25-06-2023 04:00,06-25-2023 02:00,25-06-2023 13:12,Bhopal,184,PUBLIC INTOXICATION,58
30508,27-06-2023 00:00,06-25-2023 03:00,25-06-2023 18:54,Vasai,129,FIREARM OFFENSE,21
30509,25-06-2023 05:00,06-25-2023 04:00,25-06-2023 08:36,Bangalore,384,PUBLIC INTOXICATION,52
30510,25-06-2023 19:00,06-25-2023 05:00,25-06-2023 05:32,Delhi,563,CYBERCRIME,58
30511,25-06-2023 12:00,06-25-2023 06:00,26-06-2023 00:20,Lucknow,539,FIREARM OFFENSE,28
30512,25-06-2023 15:00,06-25-2023 07:00,25-06-2023 14:38,Visakhapatnam,412,EXTORTION,36
30513,27-06-2023 10:00,06-25-2023 08:00,26-06-2023 05:23,Ahmedabad,431,VANDALISM,25
30514,27-06-2023 14:00,06-25-2023 09:00,26-06-2023 00:37,Thane,396,TRAFFIC VIOLATION,70
30515,27-06-2023 19:00,06-25-2023 10:00,26-06-2023 08:21,Bangalore,197,TRAFFIC VIOLATION,55
30516,28-06-2023 04:00,06-25-2023 11:00,25-06-2023 12:39,Nagpur,164,TRAFFIC VIOLATION,15
30517,27-06-2023 22:00,06-25-2023 12:00,25-06-2023 19:48,Ahmedabad,183,DRUG OFFENSE,18
30518,25-06-2023 20:00,06-25-2023 13:00,25-06-2023 15:56,Thane,448,VANDALISM,63
30519,27-06-2023 16:00,06-25-2023 14:00,26-06-2023 08:43,Lucknow,497,SEXUAL ASSAULT,30
30520,27-06-2023 22:00,06-25-2023 15:00,26-06-2023 07:40,Ghaziabad,554,SHOPLIFTING,42
30521,26-06-2023 23:00,06-25-2023 16:00,26-06-2023 00:42,Bangalore,529,SHOPLIFTING,49
30522,25-06-2023 18:00,06-25-2023 17:00,26-06-2023 06:35,Bangalore,476,FRAUD,36
30523,28-06-2023 11:00,06-25-2023 18:00,26-06-2023 06:05,Kolkata,191,SHOPLIFTING,56
30524,28-06-2023 17:00,06-25-2023 19:00,25-06-2023 19:01,Kanpur,585,ASSAULT,27
30525,28-06-2023 04:00,06-25-2023 20:00,26-06-2023 10:39,Pune,233,DRUG OFFENSE,70
30526,28-06-2023 09:00,06-25-2023 21:00,26-06-2023 19:29,Chennai,438,BURGLARY,48
30527,26-06-2023 17:00,06-25-2023 22:00,26-06-2023 11:42,Lucknow,190,SEXUAL ASSAULT,56
30528,27-06-2023 22:00,06-25-2023 23:00,26-06-2023 00:51,Mumbai,472,IDENTITY THEFT,42
30529,26-06-2023 23:00,06-26-2023 00:00,26-06-2023 02:11,Kanpur,542,TRAFFIC VIOLATION,46
30530,26-06-2023 21:00,06-26-2023 01:00,26-06-2023 19:38,Delhi,196,PUBLIC INTOXICATION,29
30531,28-06-2023 21:00,06-26-2023 02:00,26-06-2023 16:01,Delhi,242,ILLEGAL POSSESSION,27
30532,27-06-2023 21:00,06-26-2023 03:00,27-06-2023 01:31,Agra,551,VEHICLE - STOLEN,62
30533,27-06-2023 02:00,06-26-2023 04:00,26-06-2023 14:04,Hyderabad,271,CYBERCRIME,52
30534,27-06-2023 03:00,06-26-2023 05:00,26-06-2023 05:48,Jaipur,468,ASSAULT,78
30535,28-06-2023 08:00,06-26-2023 06:00,26-06-2023 13:20,Ahmedabad,156,VANDALISM,56
30536,28-06-2023 11:00,06-26-2023 07:00,26-06-2023 15:18,Kolkata,408,FIREARM OFFENSE,67
30537,26-06-2023 18:00,06-26-2023 08:00,26-06-2023 12:06,Hyderabad,268,FIREARM OFFENSE,10
30538,27-06-2023 00:00,06-26-2023 09:00,26-06-2023 10:23,Faridabad,525,SHOPLIFTING,63
30539,28-06-2023 21:00,06-26-2023 10:00,26-06-2023 23:16,Delhi,508,DOMESTIC VIOLENCE,43
30540,29-06-2023 10:00,06-26-2023 11:00,27-06-2023 03:09,Mumbai,241,DRUG OFFENSE,25
30541,28-06-2023 18:00,06-26-2023 12:00,27-06-2023 07:16,Mumbai,136,KIDNAPPING,19
30542,26-06-2023 23:00,06-26-2023 13:00,27-06-2023 07:33,Kanpur,544,ARSON,55
30543,28-06-2023 01:00,06-26-2023 14:00,26-06-2023 23:52,Kolkata,497,ROBBERY,38
30544,28-06-2023 07:00,06-26-2023 15:00,27-06-2023 03:52,Chennai,402,KIDNAPPING,71
30545,27-06-2023 11:00,06-26-2023 16:00,27-06-2023 04:29,Bangalore,234,DRUG OFFENSE,19
30546,26-06-2023 20:00,06-26-2023 17:00,27-06-2023 00:56,Kolkata,344,HOMICIDE,39
30547,28-06-2023 13:00,06-26-2023 18:00,26-06-2023 18:50,Lucknow,360,ILLEGAL POSSESSION,59
30548,28-06-2023 10:00,06-26-2023 19:00,27-06-2023 09:22,Delhi,287,ROBBERY,79
30549,27-06-2023 11:00,06-26-2023 20:00,26-06-2023 23:01,Mumbai,302,CYBERCRIME,41
30550,27-06-2023 14:00,06-26-2023 21:00,27-06-2023 14:56,Kanpur,239,TRAFFIC VIOLATION,73
30551,28-06-2023 15:00,06-26-2023 22:00,27-06-2023 12:59,Ludhiana,459,SEXUAL ASSAULT,37
30552,28-06-2023 03:00,06-26-2023 23:00,27-06-2023 05:05,Delhi,109,ROBBERY,29
30553,28-06-2023 20:00,06-27-2023 00:00,27-06-2023 00:29,Pune,553,ILLEGAL POSSESSION,43
30554,28-06-2023 03:00,06-27-2023 01:00,27-06-2023 21:53,Hyderabad,455,FRAUD,61
30555,27-06-2023 13:00,06-27-2023 02:00,27-06-2023 21:39,Delhi,456,DRUG OFFENSE,47
30556,29-06-2023 07:00,06-27-2023 03:00,27-06-2023 07:31,Bangalore,426,ASSAULT,53
30557,28-06-2023 19:00,06-27-2023 04:00,27-06-2023 13:55,Mumbai,327,FIREARM OFFENSE,58
30558,28-06-2023 15:00,06-27-2023 05:00,28-06-2023 03:41,Nagpur,535,TRAFFIC VIOLATION,48
30559,29-06-2023 07:00,06-27-2023 06:00,27-06-2023 19:28,Jaipur,410,ROBBERY,55
30560,29-06-2023 23:00,06-27-2023 07:00,27-06-2023 22:24,Kanpur,374,DRUG OFFENSE,25
30561,29-06-2023 12:00,06-27-2023 08:00,27-06-2023 17:05,Ghaziabad,140,PUBLIC INTOXICATION,21
30562,29-06-2023 04:00,06-27-2023 09:00,27-06-2023 21:16,Srinagar,266,TRAFFIC VIOLATION,19
30563,28-06-2023 04:00,06-27-2023 10:00,28-06-2023 07:54,Delhi,478,PUBLIC INTOXICATION,55
30564,29-06-2023 17:00,06-27-2023 11:00,28-06-2023 07:42,Bhopal,341,TRAFFIC VIOLATION,15
30565,29-06-2023 03:00,06-27-2023 12:00,27-06-2023 20:59,Mumbai,328,KIDNAPPING,35
30566,28-06-2023 03:00,06-27-2023 13:00,27-06-2023 13:20,Patna,363,DOMESTIC VIOLENCE,75
30567,28-06-2023 14:00,06-27-2023 14:00,27-06-2023 19:55,Bangalore,345,DOMESTIC VIOLENCE,78
30568,28-06-2023 01:00,06-27-2023 15:00,28-06-2023 11:08,Thane,210,COUNTERFEITING,29
30569,28-06-2023 07:00,06-27-2023 16:00,28-06-2023 12:59,Agra,112,DRUG OFFENSE,55
30570,29-06-2023 23:00,06-27-2023 17:00,27-06-2023 20:46,Delhi,546,ROBBERY,45
30571,29-06-2023 01:00,06-27-2023 18:00,27-06-2023 22:49,Thane,154,IDENTITY THEFT,15
30572,28-06-2023 09:00,06-27-2023 19:00,27-06-2023 19:14,Bangalore,587,PUBLIC INTOXICATION,13
30573,28-06-2023 11:00,06-27-2023 20:00,28-06-2023 04:28,Bhopal,529,ARSON,40
30574,30-06-2023 12:00,06-27-2023 21:00,28-06-2023 07:22,Lucknow,280,COUNTERFEITING,57
30575,30-06-2023 14:00,06-27-2023 22:00,28-06-2023 10:10,Ahmedabad,347,TRAFFIC VIOLATION,40
30576,28-06-2023 05:00,06-27-2023 23:00,28-06-2023 10:21,Bangalore,500,ILLEGAL POSSESSION,64
30577,28-06-2023 06:00,06-28-2023 00:00,28-06-2023 14:53,Surat,292,SEXUAL ASSAULT,20
30578,30-06-2023 17:00,06-28-2023 01:00,28-06-2023 10:52,Indore,135,DRUG OFFENSE,61
30579,29-06-2023 17:00,06-28-2023 02:00,28-06-2023 21:45,Agra,485,KIDNAPPING,73
30580,28-06-2023 08:00,06-28-2023 03:00,28-06-2023 16:58,Chennai,448,CYBERCRIME,45
30581,28-06-2023 19:00,06-28-2023 04:00,28-06-2023 23:01,Delhi,255,ROBBERY,10
30582,30-06-2023 20:00,06-28-2023 05:00,28-06-2023 23:20,Ahmedabad,516,IDENTITY THEFT,17
30583,30-06-2023 14:00,06-28-2023 06:00,29-06-2023 00:26,Delhi,429,PUBLIC INTOXICATION,47
30584,28-06-2023 21:00,06-28-2023 07:00,28-06-2023 19:02,Lucknow,429,VEHICLE - STOLEN,61
30585,29-06-2023 05:00,06-28-2023 08:00,28-06-2023 16:10,Bangalore,372,HOMICIDE,22
30586,29-06-2023 18:00,06-28-2023 09:00,29-06-2023 05:33,Mumbai,183,PUBLIC INTOXICATION,49
30587,30-06-2023 18:00,06-28-2023 10:00,28-06-2023 10:51,Varanasi,320,VEHICLE - STOLEN,62
30588,30-06-2023 07:00,06-28-2023 11:00,29-06-2023 01:20,Bangalore,297,VANDALISM,10
30589,01-07-2023 10:00,06-28-2023 12:00,28-06-2023 12:13,Hyderabad,180,FRAUD,71
30590,29-06-2023 21:00,06-28-2023 13:00,29-06-2023 05:51,Bangalore,502,HOMICIDE,61
30591,30-06-2023 16:00,06-28-2023 14:00,29-06-2023 08:09,Delhi,520,VEHICLE - STOLEN,63
30592,30-06-2023 12:00,06-28-2023 15:00,29-06-2023 10:12,Srinagar,283,VEHICLE - STOLEN,38
30593,01-07-2023 14:00,06-28-2023 16:00,29-06-2023 01:47,Kanpur,165,ARSON,23
30594,29-06-2023 20:00,06-28-2023 17:00,28-06-2023 23:35,Bangalore,300,BURGLARY,11
30595,29-06-2023 02:00,06-28-2023 18:00,28-06-2023 18:57,Bangalore,278,ARSON,61
30596,29-06-2023 13:00,06-28-2023 19:00,29-06-2023 07:12,Kolkata,196,TRAFFIC VIOLATION,15
30597,01-07-2023 17:00,06-28-2023 20:00,29-06-2023 00:23,Mumbai,451,SEXUAL ASSAULT,73
30598,01-07-2023 14:00,06-28-2023 21:00,29-06-2023 03:05,Ahmedabad,329,ROBBERY,25
30599,30-06-2023 20:00,06-28-2023 22:00,29-06-2023 12:10,Jaipur,599,VANDALISM,28
30600,01-07-2023 02:00,06-28-2023 23:00,29-06-2023 14:24,Bangalore,139,ILLEGAL POSSESSION,12
30601,29-06-2023 03:00,06-29-2023 00:00,29-06-2023 11:56,Jaipur,520,ROBBERY,19
30602,29-06-2023 10:00,06-29-2023 01:00,29-06-2023 13:57,Pune,216,DRUG OFFENSE,61
30603,30-06-2023 13:00,06-29-2023 02:00,29-06-2023 17:05,Patna,152,KIDNAPPING,28
30604,30-06-2023 09:00,06-29-2023 03:00,29-06-2023 20:15,Nashik,230,BURGLARY,11
30605,30-06-2023 12:00,06-29-2023 04:00,29-06-2023 09:15,Mumbai,307,IDENTITY THEFT,25
30606,29-06-2023 08:00,06-29-2023 05:00,29-06-2023 10:53,Delhi,308,SEXUAL ASSAULT,29
30607,01-07-2023 01:00,06-29-2023 06:00,29-06-2023 22:21,Mumbai,217,ROBBERY,54
30608,30-06-2023 21:00,06-29-2023 07:00,29-06-2023 11:21,Mumbai,132,HOMICIDE,21
30609,01-07-2023 04:00,06-29-2023 08:00,29-06-2023 12:23,Faridabad,105,ASSAULT,77
30610,29-06-2023 10:00,06-29-2023 09:00,29-06-2023 20:08,Bangalore,525,FRAUD,48
30611,30-06-2023 20:00,06-29-2023 10:00,30-06-2023 03:50,Mumbai,451,SEXUAL ASSAULT,61
30612,30-06-2023 16:00,06-29-2023 11:00,29-06-2023 23:28,Bangalore,526,ARSON,50
30613,29-06-2023 20:00,06-29-2023 12:00,30-06-2023 05:44,Delhi,399,DOMESTIC VIOLENCE,11
30614,02-07-2023 01:00,06-29-2023 13:00,29-06-2023 18:13,Mumbai,494,DOMESTIC VIOLENCE,59
30615,02-07-2023 06:00,06-29-2023 14:00,30-06-2023 09:45,Kanpur,291,SHOPLIFTING,15
30616,29-06-2023 19:00,06-29-2023 15:00,30-06-2023 13:28,Pune,261,FRAUD,23
30617,29-06-2023 17:00,06-29-2023 16:00,30-06-2023 03:43,Chennai,571,ARSON,69
30618,01-07-2023 00:00,06-29-2023 17:00,29-06-2023 21:17,Surat,578,HOMICIDE,44
30619,30-06-2023 08:00,06-29-2023 18:00,30-06-2023 09:41,Ahmedabad,308,ILLEGAL POSSESSION,59
30620,01-07-2023 23:00,06-29-2023 19:00,30-06-2023 01:40,Hyderabad,498,TRAFFIC VIOLATION,70
30621,02-07-2023 18:00,06-29-2023 20:00,30-06-2023 05:16,Hyderabad,186,EXTORTION,33
30622,30-06-2023 07:00,06-29-2023 21:00,30-06-2023 12:39,Patna,380,SHOPLIFTING,32
30623,30-06-2023 18:00,06-29-2023 22:00,30-06-2023 06:47,Ludhiana,236,ASSAULT,40
30624,01-07-2023 08:00,06-29-2023 23:00,30-06-2023 10:57,Kanpur,515,TRAFFIC VIOLATION,18
30625,02-07-2023 04:00,06-30-2023 00:00,30-06-2023 18:45,Pune,385,SHOPLIFTING,58
30626,02-07-2023 20:00,06-30-2023 01:00,30-06-2023 04:41,Ahmedabad,503,BURGLARY,10
30627,30-06-2023 15:00,06-30-2023 02:00,30-06-2023 09:46,Hyderabad,172,KIDNAPPING,27
30628,02-07-2023 00:00,06-30-2023 03:00,30-06-2023 05:44,Delhi,273,VANDALISM,49
30629,30-06-2023 22:00,06-30-2023 04:00,30-06-2023 07:55,Mumbai,463,EXTORTION,63
30630,03-07-2023 03:00,06-30-2023 05:00,30-06-2023 21:17,Meerut,267,FIREARM OFFENSE,68
30631,30-06-2023 16:00,06-30-2023 06:00,30-06-2023 19:05,Agra,409,DOMESTIC VIOLENCE,43
30632,02-07-2023 09:00,06-30-2023 07:00,01-07-2023 06:23,Mumbai,139,FRAUD,20
30633,01-07-2023 17:00,06-30-2023 08:00,01-07-2023 02:29,Hyderabad,326,HOMICIDE,24
30634,01-07-2023 22:00,06-30-2023 09:00,30-06-2023 15:46,Mumbai,292,SHOPLIFTING,69
